sample_id,lithology,image_file,n_pixels_used,coh_mean,coh_median,coh_frac_high,fabric_R
MYL_01,mylonite,IMG_4051.JPG,3070986,0.7725008075534984,0.8286101876392413,0.9660150517847453,0.28861042315855107
MYL_03,mylonite,IMG_4052.JPG,3154249,0.7521958444196826,0.8015063591585826,0.961743087293096,0.2882286750881979
MYL_04,mylonite,IMG_4055.JPG,2901329,0.7221831349585466,0.7635509930002308,0.9528095828441474,0.22838145215543332
QVS_01,quartz_vein_in_schist,IMG_4078.JPG,2938044,0.7123870408035797,0.7496124940954869,0.9474135320743693,0.045350235746094994
QVS_02,quartz_vein_in_schist,IMG_4069.JPG,2802184,0.74245193073939,0.7887491187410582,0.9583064874662289,0.10166558448168006
QVS_04,quartz_vein_in_schist,IMG_4082.JPG,2951577,0.7345737948982569,0.7787005726697056,0.9550285967221517,0.030479354089714392
QZV_01,quartz_vein,IMG_4427.JPG,2899160,0.7026098812805034,0.7387418672885647,0.9327549435053242,0.0877437345337126
QZV_02,quartz_vein,IMG_4425.JPG,3006615,0.7073568525694524,0.7454990338529726,0.9404653318919568,0.12024733039043205
